Symbol,Name,Country,IPO Year,Volume,Sector,Industry
MNTK,Montauk Renewables Inc. Common Stock,United States,2021,53096,,
MO,Altria Group Inc.,United States,,2213103,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,United States,,59445,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,United States,2013,165994,Technology,EDP Services
MODV,ModivCare Inc. Common Stock,United States,,10572,,
MOFG,MidWestOne Financial Gp Common Stock,United States,,2751,Finance,Major Banks
MOH,Molina Healthcare Inc Common Stock,United States,2003,29693,Health Care,Medical Specialities
MON,Monument Circle Acquisition Corp. Class A Common Stock,United States,2021,4,,
MORF,Morphic Holding Inc. Common Stock,United States,2019,22658,Health Care,Major Pharmaceuticals
MORN,Morningstar Inc. Common Stock,United States,2005,5422,Technology,Advertising
MOS,Mosaic Company (The) Common Stock,United States,,1693480,Basic Industries,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,United States,,45956,Consumer Non-Durables,Consumer Specialties
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,,3873,Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,United States,,10075,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,United States,,1659151,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,2012,518990,Energy,Oil & Gas Production
MPW,Medical Properties Trust Inc. common stock,United States,2005,633095,Consumer Services,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,United States,2004,129119,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,United States,,2819,Consumer Non-Durables,Recreational Products/Toys
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,1992,15618,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,1992,32845,,
MRAC,Marquee Raine Acquisition Corp. Class A Ordinary Shares,United States,2021,35224,Finance,Business Services
MRC,MRC Global Inc. Common Stock,United States,2012,81276,Capital Goods,Fluid Controls
MRCY,Mercury Systems Inc Common Stock,United States,1998,100229,,
MRK,Merck & Company Inc. Common Stock (new),United States,,3241344,Health Care,Major Pharmaceuticals
MRNA,Moderna Inc. Common Stock,United States,2018,3448443,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,2014,48346,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation Common Stock,United States,,5824315,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics Inc. Common Stock,United States,2017,160298,Health Care,Major Pharmaceuticals
MRTN,Marten Transport Ltd. Common Stock,United States,1986,50472,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,United States,,130141,Health Care,Major Pharmaceuticals
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,2020,527613,Health Care,Major Pharmaceuticals
MS,Morgan Stanley Common Stock,United States,,3548808,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,United States,,19548,Miscellaneous,Diversified Manufacture
MSB,Mesabi Trust Common Stock,United States,,13883,Basic Industries,Steel/Iron Ore
MSBI,Midland States Bancorp Inc. Common Stock,United States,2016,16604,Finance,Major Banks
MSCI,MSCI Inc Common Stock,United States,,65844,Technology,Advertising
MSEX,Middlesex Water Company Common Stock,United States,,9619,Public Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,1986,12471850,Technology,Computer Software: Prepackaged Software
MSGM,Motorsport Games Inc. Class A Common Stock,United States,2021,1460,,
MSGN,MSG Networks Inc. Common Stock,United States,,85999,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,2015,29111,Consumer Services,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,United States,,174808,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,1995,67944,Capital Goods,Industrial Machinery/Components
MSON,MISONIX Inc. Common Stock (DE),United States,1992,2751,Health Care,Industrial Specialties
MSP,Datto Holding Corp. Common Stock,United States,2020,112771,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,1998,268840,Technology,Computer Software: Prepackaged Software
MTAC,MedTech Acquisition Corporation Class A Common Stock,United States,2021,1633,,
MTB,M&T Bank Corporation Common Stock,United States,,276043,Finance,Major Banks
MTCH,Match Group Inc. Common Stock,United States,,556576,,
MTDR,Matador Resources Company Common Stock,United States,2012,646946,Energy,Oil & Gas Production
MTEM,Molecular Templates Inc. Common Stock,United States,,43222,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTG,MGIC Investment Corporation Common Stock,United States,1991,927418,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,,208992,Capital Goods,Homebuilding
MTN,Vail Resorts Inc. Common Stock,United States,1997,43654,Consumer Services,Movies/Entertainment
MTOR,Meritor Inc. Common Stock,United States,,75174,Capital Goods,Auto Parts:O.E.M.
MTRN,Materion Corporation,United States,,9324,,
MTRX,Matrix Service Company Common Stock,United States,1990,67285,Consumer Services,Military/Government/Technical
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,2012,133391,Technology,Semiconductors
MTW,Manitowoc Company Inc. (The) Common Stock,United States,,67582,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,1992,10224,Basic Industries,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,,353278,Basic Industries,Water Supply
MU,Micron Technology Inc. Common Stock,United States,,9573946,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,1993,21954,,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,1998,18221,,
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,United States,2021,2739025,,
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,,918,,
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,United States,2003,24910,,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,1998,15705,,
MUR,Murphy Oil Corporation Common Stock,United States,,947656,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,United States,2013,163402,Public Utilities,Natural Gas Distribution
MVBF,MVB Financial Corp. Common Stock,United States,,8504,Finance,Savings Institutions
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,,13857,,
MVIS,MicroVision Inc. Common Stock,United States,1996,5127503,Capital Goods,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,1993,13624,,
MWA,MUELLER WATER PRODUCTS Common Stock,United States,2006,136179,Capital Goods,Office Equipment/Supplies/Services
MXIM,Maxim Integrated Products Inc. Common Stock,United States,1988,932983,Technology,Semiconductors
MXL,MaxLinear Inc. Common Stock,United States,2010,122587,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc. Common Stock,United States,1992,6755,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,1991,17459,,
MYE,Myers Industries Inc. Common Stock,United States,,8677,Capital Goods,Auto Parts:O.E.M.
MYGN,Myriad Genetics Inc. Common Stock,United States,1995,131261,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,,71519,,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,United States,1992,6417,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,1992,5736,,
MYOV,Myovant Sciences Ltd. Common Shares,United States,2016,307715,Health Care,Major Pharmaceuticals
MYRG,MYR Group Inc. Common Stock,United States,,23442,Basic Industries,Water Supply
NAC,Nuveen California Quality Municipal Income Fund,United States,1999,20681,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,1999,183266,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,1999,6315,,
NARI,Inari Medical Inc. Common Stock,United States,2020,219948,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATI,National Instruments Corporation Common Stock,United States,1995,80878,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,United States,,42704,Health Care,Other Pharmaceuticals
NAV,Navistar International Corporation Common Stock,United States,,170268,Capital Goods,Auto Manufacturing
NAVI,Navient Corporation Common Stock,United States,,438804,Finance,Finance: Consumer Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,2010,16435,,
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,2002,3254,,
NBHC,National Bank Holdings Corporation Common Stock,United States,2012,13637,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,1996,196769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBLX,Noble Midstream Partners LP Common Units Representing Limited Partner Interests,United States,,11482928,Energy,Oilfield Services/Equipment
NBTB,NBT Bancorp Inc. Common Stock,United States,,17218,Finance,Major Banks
NCBS,Nicolet Bankshares Inc. Common Stock,United States,,6424,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,,7766473,Transportation,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,United States,2007,310530,Technology,Advertising
NCNO,nCino Inc. Common Stock,United States,2020,240799,Technology,Computer Software: Prepackaged Software
NCR,NCR Corporation Common Stock,United States,,366900,Miscellaneous,Office Equipment/Supplies/Services
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,United States,2003,102976,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,United States,2003,147667,,
NDAC,NightDragon Acquisition Corp. Class A Common stock,United States,2021,1005,,
NDAQ,Nasdaq Inc. Common Stock,United States,,228794,,
NDLS,Noodles & Company Class A Common Stock,United States,2013,40546,Consumer Services,Restaurants
NDSN,Nordson Corporation Common Stock,United States,,19694,Capital Goods,Industrial Machinery/Components
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,2002,152574,,
NEBC,Nebula Caravel Acquisition Corp. Class A Common Stock,United States,2021,54080,,
NEE,NextEra Energy Inc. Common Stock,United States,,3805156,Public Utilities,Electric Utilities: Central
NEM,Newmont Corporation,United States,,2182892,Basic Industries,Precious Metals
NEO,NeoGenomics Inc. Common Stock,United States,,316933,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,1989,18533,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,2014,530025,Public Utilities,Electric Utilities: Central
NESR,National Energy Services Reunited Corp. Ordinary Shares,United States,2017,122386,Finance,Business Services
NET,Cloudflare Inc. Class A Common Stock,United States,2019,1374955,Technology,EDP Services
NEU,NewMarket Corp Common Stock,United States,,3186,Basic Industries,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States,2009,19448,,
NEWR,New Relic Inc. Common Stock,United States,2014,102181,Technology,Computer Software: Prepackaged Software
NEWT,Newtek Business Services Corp. Common Stock (Maryland),United States,,64894,Finance,Finance/Investors Services
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States,2017,611485,Energy,Oilfield Services/Equipment
NEXI,NexImmune Inc. Common Stock,United States,2021,4943,Consumer Durables,Specialty Chemicals
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,,19412,Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,United States,2019,183348,Public Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,United States,,39717,Energy,Oil & Gas Production
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,2005,81958,Finance,Trusts Except Educational Religious and Charitable
NFLX,Netflix Inc. Common Stock,United States,2002,1679487,Consumer Services,Movies/Entertainment
NGAC,NextGen Acquisition Corporation Class A Ordinary Shares,United States,2020,257136,Finance,Business Services
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States,2019,16129,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NHC,National HealthCare Corporation Common Stock,United States,,15874,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,United States,,88760,Consumer Services,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,United States,,1449679,Public Utilities,Power Generation
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,United States,2012,7531,,
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,2007,22468,,
NJR,NewJersey Resources Corporation Common Stock,United States,,73849,Public Utilities,Oil/Gas Transmission
